date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:15	54660/54660	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2005:41:15%20GMT	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/category/small-business/	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/category/small-business/index.html	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/)
13:41:15	54610/54610	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2005:41:15%20GMT	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/category/news/	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/category/news/index.html	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/)
13:41:17	39295/39295	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-997f%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img04.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img04.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/about-us/)
13:41:18	61853/61853	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-f19d%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img03.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img03.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/about-us/)
13:41:18	23082/23082	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-5a2a%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img05.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img05.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/about-us/)
13:41:18	44768/44768	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2005:41:17%20GMT	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/single-service/	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/single-service/index.html	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/about-us/)
13:41:18	61119/61119	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Apr%202021%2005:41:17%20GMT	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/recession-is-a-good-opportunity-to-deal-a-deathblow-to-the-competitors/	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/recession-is-a-good-opportunity-to-deal-a-deathblow-to-the-competitors/index.html	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/)
13:41:19	30345/30345	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-7689%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img06.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-services-img06.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/about-us/)
13:41:20	57891/57891	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-e223%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-blog-img01.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-blog-img01.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/the-most-common-mistakes-when-managing-personal-finances/)
13:41:21	36488/36488	---M--	200	added ('OK')	image/jpeg	etag:%226077c38e-8e88%22	https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-blog-img02.jpg	/Users/melvinyeo/websites/Pest%204/demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/mt-content/uploads/2017/11/mt-1252-blog-img02.jpg	(from https://demo.try-builder.com/site/03/00q/ma/0300qma6mdm4fxqa/blog/methods-of-the-recruitment/)
